feature,coef,qval
GE_BTN2A1,0.126853882,1.047977782
GE_CRACR2A,-0.126951628,1.047977782
GE_DOCK6,-0.12684155,1.047977782
GE_COLGALT1,0.126945104,1.047977782
GE_SMPDL3B,-0.126907336,1.047977782
GE_APTX,0.126915089,1.047977782
GE_ZFP36L2,-0.126893331,1.047977782
GE_NDUFAF2,0.126883621,1.047977782
GE_SLU7,0.126962778,1.047977782
GE_DPY19L1,0.126911205,1.047977782
GE_AL162231.1,0.126865027,1.047977782
GE_JAG2,-0.126797315,1.047035384
GE_RAB32,0.126781812,1.046920486
GE_PCGF6,0.126743647,1.046152867
GE_SMARCAL1,0.126719444,1.045787177
GE_HDGF,-0.126625044,1.044062305
GE_MIDN,-0.126645585,1.044062305
GE_ANKRD37,0.126631651,1.044062305
GE_TSPAN4,0.126415361,1.038364144
GE_TRIM11,-0.126382631,1.037753809
GE_RAB4A,-0.126361304,1.037470944
GE_METTL18,-0.126333073,1.036989629
GE_BTN3A3,0.126284969,1.036246282
GE_NOD2,-0.126284259,1.036246282
GE_MAGEA9B,-0.12622782,1.034955246
GE_EFNA3,-0.126141706,1.032813525
GE_WIPI2,0.12610929,1.032540104
GE_SLC29A2,-0.126113529,1.032540104
GE_RFTN1,0.126090941,1.032341721
GE_CD59,0.126056323,1.031747259
GE_MTA1,-0.126047363,1.031747259
GE_REXO2,0.12601523,1.031177682
GE_CDC14C,-0.126004675,1.031177682
GE_DNASE1L2,-0.125986963,1.030996688
GE_NXPE3,0.125946755,1.030231104
GE_GOLT1A,-0.125937464,1.030231104
GE_DNAJC24,0.125880431,1.029527555
GE_SMYD4,0.125897902,1.029527555
GE_CKLF,0.125878789,1.029527555
GE_TFEB,-0.125828727,1.028419751
GE_FLI1,0.125814114,1.028326316
GE_BTF3,0.125799275,1.028226251
GE_KIF2A,0.125718112,1.028181659
GE_STK10,0.125727424,1.028181659
GE_PTPN6,-0.125775684,1.028181659
GE_ACOT9,0.125707261,1.028181659
GE_SAMD10,-0.125756446,1.028181659
GE_RNF111,0.125720102,1.028181659
GE_ATL3,0.12576775,1.028181659
GE_DUXB,-0.125730266,1.028181659
GE_IRX5,-0.125669547,1.027425825
GE_CDH4,0.125605308,1.026401094
GE_GPR157,-0.125599904,1.026401094
GE_LHFPL6,0.12561382,1.026401094
GE_CLIC4,0.125588002,1.026382417
GE_IBSP,-0.125557874,1.025842927
GE_PAK4,-0.12549171,1.024784403
GE_TACC2,-0.125475903,1.024784403
GE_ZCCHC24,0.125502787,1.024784403
GE_DENND11,-0.125481431,1.024784403
GE_SLC66A1,0.125417293,1.024134718
GE_PRLR,-0.125400224,1.024134718
GE_SOX4,-0.125399345,1.024134718
GE_XKRX,-0.12541495,1.024134718
GE_UPK3BL1,-0.125397168,1.024134718
GE_CRIM1,0.125368887,1.023646665
GE_FKBP10,0.12535771,1.023646375
GE_PHLDB1,0.125334964,1.023413748
GE_PLPP1,0.125327242,1.023413748
GE_TXNDC9,0.125281123,1.022416618
GE_TMED7,0.125259654,1.022122201
GE_SMG6,0.12515102,1.019344223
GE_RNF216,0.125081827,1.018007929
GE_FHL1,0.125089488,1.018007929
GE_IL36RN,-0.125020687,1.016584354
GE_PHC2,0.124966222,1.015351142
GE_ANO1,-0.124946247,1.015099175
GE_HBEGF,0.124899639,1.014089694
GE_UBL7,0.124863044,1.013365021
GE_RHPN2,-0.124795502,1.011761011
GE_RINL,-0.124740915,1.010525581
GE_CNPY4,0.124663409,1.008639855
GE_SNPH,0.124629477,1.00799155
GE_FBXW11,0.124606391,1.007650995
GE_ABCC11,-0.124562569,1.007036177
GE_TTBK2,0.124571576,1.007036177
GE_BPIFA2,-0.124520715,1.006162934
GE_C1orf35,-0.12449689,1.005801006
GE_NEXN,0.124441094,1.004845897
GE_TRIM33,-0.124450301,1.004845897
GE_POU6F2,-0.124398682,1.004269718
GE_SDR16C5,-0.124407037,1.004269718
GE_TJP2,-0.124370736,1.003790488
GE_AKAP12,0.124262699,1.001043204
GE_CCDC77,0.124233652,1.000940855
GE_H1.3,-0.124226028,1.000940855
GE_STEAP4,-0.124229808,1.000940855
GE_PPM1A,-0.124190854,1.000609156
GE_DGLUCY,0.124195587,1.000609156
GE_LRRC56,-0.124181314,1.000609156
GE_RNF208,-0.124169855,1.000595729
