feature,coef,log10(q.val)
GE_POLR3D,0.149841697,1.799356831
GE_TRAK1,-0.149849377,1.799356831
GE_TMED10,-0.149796236,1.798150266
GE_S100A5,-0.149738871,1.796541022
GE_SDCBP2,-0.149702773,1.796436991
GE_COL4A2,0.149672816,1.796436991
GE_ZNF689,0.149667233,1.796436991
GE_SDC3,0.149681454,1.796436991
GE_FAM156B,0.149686834,1.796436991
GE_OR56A5,-0.149698894,1.796436991
GE_LRRC69,-0.149683063,1.796436991
GE_TXNDC15,0.149618202,1.795347904
GE_TMEM170B,0.149615502,1.795347904
GE_STX12,0.149554634,1.793619832
GE_DAAM1,-0.149509538,1.792425289
GE_LACTB,0.149494067,1.792231852
GE_GLI2,0.149434371,1.790873055
GE_WDR47,0.149441221,1.790873055
GE_FAM20C,0.149412489,1.790462568
GE_SNX19,0.149378077,1.790204526
GE_FTO,0.149375697,1.790204526
GE_ACAD11,0.149391916,1.790204526
GE_TPI1,0.14936371,1.790127415
GE_POTEF,-0.149319451,1.788960649
GE_PMP22,0.149245423,1.786789502
GE_CLCC1,0.149080465,1.781553544
GE_SLC4A11,-0.149018605,1.780121936
GE_ATOX1,0.149019707,1.780121936
GE_ZNF185,-0.148989575,1.779470085
GE_DKK3,0.148968684,1.779417975
GE_GLIPR2,0.148972325,1.779417975
GE_SMARCAL1,0.148952014,1.77918195
GE_SLC44A2,-0.148928317,1.778709099
GE_FAM214B,0.148917074,1.778680175
GE_ATRNL1,0.148908165,1.778680175
GE_PER1,0.148805858,1.775560961
GE_ATM,0.148762883,1.774763286
GE_PFKM,0.148767155,1.774763286
GE_DDR1,-0.148719618,1.773631729
GE_TSPAN13,-0.148689104,1.772929091
GE_HPGD,-0.148587558,1.769838874
GE_KHDRBS3,0.148553155,1.769005908
GE_TMEM144,-0.148536844,1.768780683
GE_TIGD2,-0.14844383,1.766301666
GE_TCAF1,0.148447113,1.766301666
GE_TCTN1,0.148386873,1.764711727
GE_MGAT5B,0.148211913,1.759486002
GE_SOX12,0.148219708,1.759486002
GE_KDELR2,0.148182616,1.758825162
GE_H2BC9,-0.148169491,1.758706342
GE_RARG,-0.148144758,1.758198245
GE_SFN,-0.148119831,1.757683531
GE_SH3BP1,-0.148093314,1.757488179
GE_ARHGEF10,0.148100715,1.757488179
GE_SOX5,0.148085334,1.757488179
GE_ITGB4,-0.148007053,1.755400492
GE_UBL7,0.148003919,1.755400492
GE_FERMT2,0.147906637,1.752463213
GE_UQCC1,0.147850219,1.751223542
GE_KIRREL3,0.147838213,1.751223542
GE_ZNF596,0.147847761,1.751223542
GE_MAPK11,0.147821982,1.751223542
GE_HCAR3,-0.14782275,1.751223542
GE_ACOT7,0.147806406,1.751069518
GE_SH3GLB2,-0.147794529,1.751069518
GE_CD24,-0.147788889,1.751069518
GE_PRSS53,0.147757764,1.750345916
GE_RBM38,-0.147729978,1.749733882
GE_LARS1,0.147656661,1.747600197
GE_AP1G2,-0.147642062,1.747428842
GE_TASP1,-0.147572935,1.745435949
GE_STAMBPL1,0.147527102,1.744221504
GE_LNX1,-0.147424353,1.741107849
GE_HCAR2,-0.147398654,1.74056595
GE_DGUOK,0.147357118,1.739495732
GE_CTNS,0.147328496,1.738856257
GE_TMEM104,0.147295767,1.738137683
GE_MSX2,-0.147288067,1.738137683
GE_CD8A,-0.147138186,1.733457653
GE_GPX8,0.147115437,1.733014156
GE_DGKE,-0.147093177,1.732586788
GE_ZBTB8B,-0.147070324,1.732139579
GE_TMX4,0.147021062,1.731285028
GE_CMTM3,0.147018544,1.731285028
GE_ATP8B2,0.147016423,1.731285028
GE_NCS1,0.146987305,1.730628768
GE_NICN1,0.146933272,1.729405233
GE_ANXA5,0.146931747,1.729405233
GE_ABRACL,-0.14691199,1.729372031
GE_PTPN9,0.146917278,1.729372031
GE_SUGP2,0.146790572,1.725646748
GE_TLN1,0.146761939,1.72500664
GE_SFXN3,0.146743371,1.72497895
GE_HSH2D,-0.146742381,1.72497895
GE_PDXP,0.146720934,1.724577168
GE_EMC6,0.146682602,1.724209661
GE_COL6A1,0.146681844,1.724209661
GE_ZBED8,0.146690098,1.724209661
GE_MEST,-0.146646899,1.723359003
GE_ARSJ,0.146632212,1.723180982
GE_REL,-0.146598665,1.722376682
GE_SUSD3,-0.146550105,1.721074108
GE_HUS1,0.146528237,1.720732518
GE_COL6A2,0.146521194,1.720732518
GE_SLC5A7,-0.146509375,1.720648932
GE_TRAF1,0.146455566,1.719172274
GE_HOXB1,-0.146402599,1.718031798
GE_MARCHF4,0.146411465,1.718031798
GE_NLRP2,-0.146365928,1.717123755
GE_TBXAS1,0.146350829,1.716930729
GE_SERPINE1,0.146334834,1.716707836
GE_RTCA,0.146313493,1.716307625
GE_FAM114A2,0.146281175,1.716156552
GE_C11orf80,-0.146298153,1.716156552
GE_HES4,-0.146287128,1.716156552
GE_ITGB7,-0.146265017,1.715927417
GE_CCDC88A,0.146213976,1.714848474
GE_ARHGAP39,-0.146219868,1.714848474
GE_MAMLD1,0.146128141,1.712617382
GE_ETAA1,0.146129683,1.712617382
GE_PRAMEF7,-0.146108803,1.712282423
GE_DPF3,0.146056297,1.710849818
GE_GNAI2,0.146034356,1.710733078
GE_CYSRT1,-0.146039999,1.710733078
GE_MT.ND1,-0.145986138,1.709442443
GE_DHX33,0.145956632,1.70877074
GE_C17orf113,-0.145945996,1.708722899
GE_SNX17,0.145926794,1.708391669
GE_CNGA1,-0.145839405,1.705806845
GE_MCAM,0.145826335,1.705678188
GE_USP33,0.145801773,1.705169725
GE_ECHDC1,0.145776792,1.70494985
GE_KCTD17,0.145778983,1.70494985
GE_LRRC8D,0.145748496,1.704317724
GE_PMM1,0.145707918,1.703280025
GE_GAL3ST3,0.145651965,1.701735004
GE_MYL6B,0.14563068,1.701334298
GE_NTNG2,0.145554046,1.699107579
GE_IPO13,0.145534068,1.698749974
GE_KCNK6,-0.145499279,1.697903896
GE_ANKRD65,-0.145477974,1.697502321
GE_ADAMTS3,0.145453446,1.696994435
GE_ACAT1,0.145408995,1.695968845
GE_SLC25A6,0.145404101,1.695968845
GE_VPS41,0.145389637,1.695875742
GE_SPDEF,-0.145373976,1.695875742
GE_PHC2,0.145381548,1.695875742
GE_PERP,-0.145360495,1.695731013
GE_XPO6,0.145330712,1.695049187
GE_KRT13,-0.145315622,1.694851195
GE_CCDC160,-0.145306121,1.694837072
GE_PARP3,0.145281652,1.694628301
GE_CEP112,0.145285892,1.694628301
GE_CYLD,0.145227514,1.69349165
GE_RABGGTB,0.145219971,1.69349165
GE_RUSF1,0.145233066,1.69349165
GE_HPS1,0.145146635,1.692476736
GE_KLRG1,0.145143591,1.692476736
GE_GPATCH11,0.145125954,1.692476736
GE_NECTIN3,0.145130015,1.692476736
GE_RXRA,-0.145174508,1.692476736
GE_ELOVL2,0.1451348,1.692476736
GE_LYZL6,-0.145131765,1.692476736
GE_TMEM107,0.145088107,1.691528015
GE_OR56A4,-0.145065226,1.691110306
GE_GJB4,-0.145057411,1.691110306
GE_SOWAHC,-0.145039965,1.690832231
GE_MN1,0.144991601,1.689537723
GE_PHYHIP,0.144921121,1.687516836
GE_KLHL7,0.144717337,1.681415814
GE_CHRNB1,0.144723201,1.681415814
GE_PIK3C3,0.144651353,1.680610508
GE_LRATD1,-0.144636119,1.680610508
GE_MSANTD4,0.144630061,1.680610508
GE_ZBTB7C,-0.144676958,1.680610508
GE_ZNF695,-0.144636137,1.680610508
GE_HAUS3,0.144632325,1.680610508
GE_ARFGAP3,0.144670061,1.680610508
GE_CMTM8,-0.144614252,1.68038524
GE_HPCAL1,0.144585899,1.679748572
GE_BORCS5,0.144507545,1.67747311
GE_ZNF281,0.144480854,1.676891129
GE_BLOC1S6,0.144459509,1.676776341
GE_VAMP1,0.144462889,1.676776341
GE_GJB5,-0.144436691,1.676320866
GE_FADS3,0.144413445,1.675851308
GE_MBNL3,-0.144397908,1.675634068
GE_EPG5,0.144349594,1.674343558
GE_UROS,0.144303917,1.673139651
GE_SEH1L,-0.144264508,1.672141045
GE_SEPTIN2,0.144237314,1.671542166
GE_FAHD2A,0.144215866,1.671222978
GE_DSTYK,0.144209795,1.671222978
GE_CYP2S1,-0.14418797,1.670799398
GE_EPB41L4B,-0.144164464,1.670320752
GE_SORL1,-0.1440784,1.667797132
GE_FAM241A,-0.144053669,1.667425385
GE_AMACR,0.144049304,1.667425385
GE_LDHA,0.144018679,1.667291971
GE_POU2F3,-0.144030715,1.667291971
GE_H2AJ,-0.14402382,1.667291971
GE_PKIG,0.143979522,1.666301572
GE_MEPE,-0.143856426,1.662859435
GE_POM121L2,-0.143860763,1.662859435
GE_SDCBP,0.143843761,1.662735454
GE_RNF139,-0.143834977,1.662735454
GE_FLYWCH1,0.143794799,1.661712264
GE_INO80E,0.143760936,1.660895194
GE_MAP3K9,-0.143740312,1.660708961
GE_SLC40A1,-0.143737612,1.660708961
GE_DCP1B,0.143677847,1.659188283
GE_RALGAPA1,-0.143673377,1.659188283
GE_MT2A,0.143655421,1.658889563
GE_ARSB,0.143613748,1.657817783
GE_MPG,0.143575952,1.657158512
GE_ZNF600,-0.143580151,1.657158512
GE_CEACAM5,-0.143538263,1.656216608
GE_C19orf33,-0.143460565,1.653972156
GE_STRADA,0.143444641,1.653739229
GE_LYSMD3,0.143336093,1.650492252
GE_MYH4,-0.143325691,1.650438927
GE_POTEE,-0.143297221,1.649797853
GE_PLEKHG1,-0.143284007,1.649739624
GE_CHST3,0.143277928,1.649739624
GE_KTI12,0.143212036,1.647881743
GE_GNA12,0.143190382,1.647746002
GE_BTG3,0.143193773,1.647746002
GE_ABLIM1,-0.143127978,1.646624124
GE_PHF1,0.143120957,1.646624124
GE_BIN1,0.143143431,1.646624124
GE_PTTG1,0.143120962,1.646624124
GE_NT5DC3,0.143081522,1.645626203
GE_CLSTN2,0.143066595,1.645424293
GE_ZKSCAN2,0.143050974,1.645199654
GE_DRD2,0.143032985,1.644898041
GE_EPS15,0.142990456,1.644029817
GE_ETV5,0.142988855,1.644029817
GE_H1.3,-0.142951562,1.643101393
GE_KLHDC2,-0.142842094,1.639831977
GE_ATP6V1G2,0.142807194,1.63898187
GE_RASL11B,-0.14278189,1.638588699
GE_SLC26A9,-0.142777713,1.638588699
GE_CDON,0.142729829,1.637870781
GE_LARP4B,-0.142740045,1.637870781
GE_C10orf95,-0.142729569,1.637870781
GE_ZBTB20,0.142719111,1.63781235
GE_TBCA,0.142688935,1.637674907
GE_STK40,0.142699594,1.637674907
GE_MAGEA9B,-0.142691177,1.637674907
GE_OTOR,-0.14265399,1.637102196
GE_YTHDF3,0.142659863,1.637102196
GE_TNRC6A,0.142614186,1.636650666
GE_CLEC7A,-0.142622241,1.636650666
GE_TMEM158,0.142623444,1.636650666
GE_RIC8A,0.14258445,1.635966672
GE_EVI5,0.142534368,1.635346754
GE_TMED7,0.142535154,1.635346754
GE_TXNL4A,0.142552264,1.635346754
GE_ALKAL1,-0.142530899,1.635346754
GE_GET1.SH3BGR,0.142509277,1.634924929
GE_PKP2,-0.142495699,1.634763326
GE_ERI3,0.142470953,1.634240249
GE_CCDC185,-0.142455881,1.634030063
GE_CHDH,-0.142443476,1.633906007
GE_EXTL2,0.142388361,1.632400515
GE_RAB9B,0.142358542,1.631715056
GE_LYPD4,-0.142350039,1.631715056
GE_SAMD10,-0.142319767,1.631013039
GE_LZTS1,0.142270409,1.63052227
GE_SNX25,0.142275791,1.63052227
GE_RHBDL2,-0.142283662,1.63052227
GE_FNIP1,0.142290656,1.63052227
GE_CCNDBP1,0.142246097,1.630012405
GE_SRA1,0.142225978,1.629637942
GE_FKTN,0.142113717,1.626563223
GE_ZC3H6,0.142119717,1.626563223
GE_REXO2,0.142040581,1.624530739
GE_ARL6IP4,0.142033704,1.624530739
GE_FGF5,0.142019647,1.624351829
GE_HES2,-0.141995154,1.624110412
GE_QTRT1,0.14199719,1.624110412
GE_CISD3,-0.141978896,1.623860115
GE_LMTK3,-0.141923439,1.622345663
GE_DSG2,-0.141890465,1.621877231
GE_ASPHD1,0.141879202,1.621877231
GE_SYNM,0.141876161,1.621877231
GE_TBC1D28,-0.141874974,1.621877231
GE_ADGRV1,-0.141833051,1.620799208
GE_C19orf73,-0.141811551,1.620379339
GE_MT.ND3,-0.141673247,1.61619795
GE_CFP,0.14164756,1.61564366
GE_H4C6,-0.141638093,1.615611335
GE_ARRDC1,-0.141628091,1.615561663
GE_SMS,0.141609114,1.615494861
GE_KCTD10,0.141614183,1.615494861
GE_ITGA5,0.141545556,1.613721788
GE_GLB1L,0.141505553,1.612706763
GE_CCDC85C,-0.141453159,1.611293578
GE_FGFR3,-0.141433595,1.6112069
GE_NDN,0.141433721,1.6112069
GE_SCNN1B,-0.14142179,1.611098306
GE_BBS12,0.141410948,1.61102054
GE_GJB7,-0.141315141,1.608212956
GE_RPP30,0.141299036,1.607966038
GE_VIPR1,-0.141246239,1.606660671
GE_CETN3,0.141241559,1.606660671
GE_PML,0.141208953,1.605883852
GE_ARPC5,0.141198807,1.605827858
GE_GNB5,0.141177893,1.605426194
GE_ACVR1,0.141143837,1.604602764
GE_IRAG2,-0.141112038,1.603851798
GE_COQ5,0.141099529,1.603719568
GE_RNF182,0.141049515,1.602384484
GE_TRIM49D2,-0.141036812,1.602245859
GE_FAM229B,0.140980099,1.600696356
GE_SMPD2,-0.140966313,1.600522867
GE_WDR13,0.140952123,1.600336315
GE_DGKG,0.140902481,1.599127965
GE_IL36RN,-0.140897684,1.599127965
GE_BCL2L12,-0.140872181,1.598578741
GE_ALDOA,0.140858133,1.598396359
GE_RPA1,0.140824815,1.59778571
GE_ZNF674,0.140822371,1.59778571
GE_SYNGR2,-0.140809406,1.597643085
GE_RNF103.CHMP3,-0.140801242,1.597643085
GE_MKLN1,0.140657208,1.593487399
GE_PPHLN1,0.140654709,1.593487399
GE_SIL1,0.140620687,1.59266569
GE_RAB3IP,-0.14061018,1.592595911
GE_MYBL2,-0.140584744,1.592135938
GE_BBS9,0.140579157,1.592135938
GE_CZIB,0.140557137,1.591697758
GE_GALK1,0.140484902,1.589678325
GE_MFSD14A,0.140477329,1.589678325
GE_VCAM1,0.140458324,1.589336392
GE_GRK4,0.140400206,1.588274882
GE_FBN1,0.140414235,1.588274882
GE_PDE4B,0.140403781,1.588274882
GE_STK16,0.140366132,1.587715931
GE_OR56A3,-0.140366938,1.587715931
GE_PTAFR,-0.140323741,1.586626992
GE_SPINK8,-0.140300371,1.586145239
GE_AZIN2,0.140271874,1.585499847
GE_FKBP15,0.140247639,1.584990443
GE_KCTD4,0.140207639,1.583978126
GE_TTC9C,0.14016752,1.583046058
GE_SCN3B,0.140161892,1.583046058
GE_ACO1,0.140145721,1.582793636
GE_NIPAL2,-0.140128289,1.582500875
GE_FLOT1,0.140066943,1.580895249
GE_HS3ST3A1,0.140061422,1.580895249
GE_REN,-0.140012286,1.58011684
GE_FBXO10,0.140017272,1.58011684
GE_UBXN6,0.140027072,1.58011684
GE_CRAT,0.139987474,1.579588559
GE_MYO1D,-0.139972953,1.579387965
GE_BICC1,0.139948863,1.578925651
GE_TMEM120A,0.139925587,1.578925651
GE_IQCF5,-0.139934761,1.578925651
GE_PRICKLE4,-0.139933625,1.578925651
GE_FCGR2A,0.139819497,1.57581038
GE_MGAT4A,-0.139809351,1.575748516
GE_TMEM240,0.139790172,1.575399181
GE_ITSN1,0.139756001,1.574572946
GE_VPS37A,0.139735107,1.574168981
GE_CGGBP1,0.139721748,1.574004494
GE_ATP2A3,-0.139708583,1.573846092
GE_BCR,-0.139688315,1.573461748
GE_DEAF1,0.139657646,1.572746749
GE_MAP3K20,0.139622807,1.571899304
GE_CKAP4,0.139612101,1.571818648
GE_AFF4,0.139585068,1.571219145
GE_BAG2,0.139527745,1.569811044
GE_LIMD2,0.139522714,1.569811044
GE_CLIC3,-0.139516263,1.569811044
GE_EIF3G,0.139503657,1.56966953
GE_SGCB,0.13946777,1.568788794
GE_DGAT2,-0.139415041,1.567923889
GE_CCDC92,0.139405216,1.567923889
GE_SFMBT1,-0.13939985,1.567923889
GE_ENTPD3,-0.139412383,1.567923889
GE_FUT2,-0.139407631,1.567923889
GE_GPSM1,0.139373446,1.567343842
GE_TEDC1,-0.139281748,1.564693143
GE_MARK2,-0.139264347,1.564398818
GE_GLYATL1,0.13924764,1.564126417
GE_WDR45,0.139178832,1.56220282
GE_GNAI1,0.139150642,1.561566605
GE_PAPPA,0.139111614,1.560587136
GE_DIXDC1,0.139057906,1.559225174
GE_WDR72,-0.1390524,1.559225174
GE_PLA2G12A,-0.139042763,1.559176374
GE_EID2B,0.139020771,1.558992373
GE_C19orf71,0.139028253,1.558992373
GE_TNS4,-0.138993079,1.558371741
GE_PLEKHG3,-0.13894563,1.557548987
GE_SECISBP2L,0.138945479,1.557548987
GE_FBLN7,0.138942849,1.557548987
GE_SLC39A2,-0.138901811,1.556506097
GE_NRP2,0.138885063,1.556231492
GE_ABHD6,0.138823344,1.554534931
GE_ING4,0.138763606,1.553156238
GE_RAB19,-0.138763818,1.553156238
GE_PCNP,0.138753186,1.553081457
GE_DET1,0.138730004,1.552603365
GE_ITGA1,0.138697541,1.551832025
GE_NBEAL2,-0.138680015,1.551532503
GE_AKAP1,-0.138638549,1.550730652
GE_SELENOF,0.138641638,1.550730652
GE_ABHD17C,-0.138624276,1.550533618
GE_SSH1,0.138614595,1.550481439
GE_DHRS2,-0.138534211,1.548928508
GE_GABARAPL1,0.138536381,1.548928508
GE_TM2D1,0.138545624,1.548928508
GE_EPHB4,-0.138533319,1.548928508
GE_SIX4,-0.138516396,1.548647249
GE_TJP2,-0.138487558,1.548242466
GE_FAM228B,0.138490621,1.548242466
GE_ADGRF4,-0.138463756,1.547743979
GE_TENM2,0.138442782,1.547334644
GE_EVPLL,-0.138378739,1.545567383
GE_C9orf152,-0.138367283,1.5454581
GE_ZNF546,0.138317548,1.544142378
GE_SHROOM3,-0.138303809,1.543961022
GE_RDX,0.138256183,1.54296331
GE_STON2,-0.138260034,1.54296331
GE_LAMTOR5,0.138207467,1.541680204
GE_IL4R,-0.138174771,1.541323387
GE_MMS19,0.138176165,1.541323387
GE_ZSCAN26,0.138172235,1.541323387
GE_ITGB3,0.138141541,1.54060775
GE_PAM,0.138129503,1.540479241
GE_ABCB8,0.138074148,1.538987636
GE_MROH1,-0.138064901,1.53894683
GE_ST3GAL6,0.13805568,1.538906712
GE_SYT16,-0.137991371,1.537133933
GE_USP4,0.1379085,1.534778444
GE_ARMC1,0.137883757,1.53425042
GE_SMIM13,0.137847532,1.533361661
GE_PABPC1,-0.137821206,1.532783898
GE_CUL4B,0.137791843,1.532110802
GE_MRC2,0.137776892,1.531890252
GE_RILPL1,0.137754014,1.531420718
GE_SCG5,0.13772149,1.530648343
GE_HSPA8,0.137707432,1.530455615
GE_ACOT4,-0.137643256,1.528690087
GE_FBXL20,-0.137609902,1.528614282
GE_SCO1,0.137609214,1.528614282
GE_CLEC12A,-0.137618681,1.528614282
GE_AEN,0.137612377,1.528614282
GE_PGM1,0.137590257,1.528514901
GE_SLC1A4,0.137596082,1.528514901
GE_NTF4,-0.13745868,1.524637311
GE_ARL17B,0.137440514,1.524315334
GE_FOXI3,-0.13743028,1.524241794
GE_TSPAN6,-0.137397673,1.523714078
GE_GTF2H2C,0.137404238,1.523714078
GE_CTTNBP2NL,0.137341907,1.522214263
GE_IRF3,-0.137318362,1.522204585
GE_FGFBP1,-0.137307371,1.522204585
GE_SLC20A2,-0.137323308,1.522204585
GE_NMNAT1,0.13730227,1.522204585
GE_PRB3,-0.137317179,1.522204585
GE_PKNOX2,0.137272214,1.521509603
GE_CPPED1,0.137263421,1.521480125
GE_SOAT1,0.13724042,1.521005871
GE_PFN1,0.137149077,1.51863908
GE_BLCAP,-0.137150826,1.51863908
GE_S100A3,0.13709723,1.517263
GE_KCNC3,-0.137085689,1.517147224
GE_NFIC,0.137062943,1.516925841
GE_TMEM200B,0.137067999,1.516925841
GE_CRADD,0.137027619,1.516066425
GE_PGK2,-0.137016516,1.515963948
GE_SERINC2,-0.136941956,1.513879006
GE_SEC61G,0.136927666,1.513676918
GE_ATP8B1,-0.136841565,1.512451042
GE_RARS1,0.136863604,1.512451042
GE_MREG,-0.136856806,1.512451042
GE_AASDHPPT,0.136878568,1.512451042
GE_WIPI2,0.136867452,1.512451042
GE_MYO5A,0.136844922,1.512451042
GE_CPSF4L,-0.13683091,1.51236171
GE_LRRC40,0.13679338,1.51182839
GE_NID1,0.136805551,1.51182839
GE_EFCAB7,0.136790462,1.51182839
GE_DNAH3,-0.136766824,1.511576125
GE_SLC16A4,0.136770204,1.511576125
GE_PCSK2,0.136755076,1.511452061
GE_GNB1,0.136742263,1.511294662
GE_FAM83A,-0.136704206,1.510349885
GE_TWF1,0.136685285,1.510001867
GE_GPS2,0.136590601,1.50785401
GE_NOCT,0.136583894,1.50785401
GE_SIM2,-0.136563362,1.50785401
GE_RBM47,-0.136589496,1.50785401
GE_CIPC,-0.136583505,1.50785401
GE_CDPF1,0.136562141,1.50785401
GE_UGT1A4,-0.136563783,1.50785401
GE_SZRD1,0.136553519,1.507826329
GE_ARSH,-0.136529302,1.507312748
GE_CACNG4,-0.136515887,1.507135568
GE_GLIS3,0.13650782,1.507124859
GE_POLR1F,0.136482056,1.506714507
GE_DAZ2,-0.136479208,1.506714507
GE_AKNAD1,0.136461212,1.506394297
GE_ZNF843,0.136416256,1.505234763
GE_ATP6V1E1,0.136327215,1.502794109
GE_EFNA1,-0.136322407,1.502794109
GE_FBP1,-0.136308101,1.502588707
GE_WASF1,0.136275358,1.502545791
GE_CCN6,-0.136276566,1.502545791
GE_ITGB3BP,0.136273487,1.502545791
GE_RDH13,-0.136280555,1.502545791
GE_PACRGL,0.136268263,1.502545791
GE_PTPRN,0.136186973,1.500878347
GE_RNF167,0.136166382,1.500878347
GE_PTGFR,0.136145625,1.500878347
GE_ANXA3,-0.136149285,1.500878347
GE_GAREM1,-0.136150329,1.500878347
GE_PPIP5K2,0.136148678,1.500878347
GE_KCNK3,0.13616905,1.500878347
GE_LHFPL6,0.13619355,1.500878347
GE_LIME1,-0.136200458,1.500878347
GE_CYB5R3,0.136103649,1.499811893
GE_CNTLN,0.136084163,1.49944415
GE_MROH6,-0.13607122,1.499279548
GE_THBD,-0.136017608,1.497852075
GE_EEA1,0.135978995,1.496890555
GE_PLOD1,0.135868749,1.49561783
GE_BCL2L13,0.135908169,1.49561783
GE_MROH8,0.135926488,1.49561783
GE_PLA2G4C,0.135898129,1.49561783
GE_RPL23,-0.135872885,1.49561783
GE_DENND2D,-0.135898635,1.49561783
GE_H3.3A,-0.135883404,1.49561783
GE_GK5,-0.135861777,1.49561783
GE_PFAS,0.135910023,1.49561783
GE_ANKRD39,0.135868151,1.49561783
GE_FBLIM1,-0.135853093,1.495584234
GE_RAB3D,-0.135828412,1.495054449
GE_TTLL6,0.13580049,1.494424152
GE_DAPK3,0.135779498,1.494008747
GE_CPLANE1,0.135722391,1.492474043
GE_CDKN2C,0.135699795,1.492008993
GE_TBX6,-0.135640742,1.490649544
GE_SIVA1,-0.135647515,1.490649544
GE_ACSM5,0.135620769,1.490265701
GE_LRRC8C,0.135602319,1.489928954
GE_LRRC37B,0.135582402,1.489546764
GE_LDB2,0.13557459,1.489539227
GE_CAPS,-0.135521842,1.488842576
GE_MGAT3,-0.135531821,1.488842576
GE_SAP30,0.135522928,1.488842576
GE_EVI2B,0.135530643,1.488842576
GE_VPS33B,0.135504502,1.488539675
GE_GAS2L3,0.135441606,1.486827469
GE_MCOLN1,0.135338994,1.483888143
GE_NME7,0.135237028,1.480970807
GE_ODAM,-0.135222721,1.48076208
GE_SULT1A4,-0.13520999,1.480601924
GE_CTNNAL1,0.135181015,1.479940104
GE_PAK3,0.135165162,1.4798749
GE_DCAF17,0.135163828,1.4798749
GE_GTF2B,0.1351004,1.478149598
GE_HIRIP3,0.13509099,1.478091607
GE_TNFSF12,0.135060284,1.477376444
GE_BAG6,0.135038852,1.476947418
GE_PPFIA4,0.135007695,1.476218427
GE_SNAI1,0.13491147,1.473483451
GE_OVCA2,0.134821082,1.470929999
GE_CABYR,-0.134808555,1.470775825
GE_CACNB1,-0.134791385,1.470478532
GE_DPH5,0.134763882,1.470073046
GE_RPAIN,0.134763192,1.470073046
GE_GRIN2D,-0.13470909,1.468869594
GE_RGS22,0.134709461,1.468869594
GE_CCL22,-0.134657568,1.467745664
GE_VWA1,-0.134663382,1.467745664
GE_JMJD7.PLA2G4B,-0.134613769,1.466628737
GE_ANKRD35,-0.134583504,1.465928366
GE_GNS,0.134574935,1.465895277
GE_GPR162,0.134556181,1.465548848
GE_VAMP3,0.134514225,1.465131861
GE_HAGH,0.134461863,1.465131861
GE_PEX11G,-0.134485991,1.465131861
GE_LPXN,0.134472609,1.465131861
GE_CREG1,-0.134475855,1.465131861
GE_ZNF18,0.134508341,1.465131861
GE_S100A9,-0.134516429,1.465131861
GE_C18orf54,0.134523202,1.465131861
GE_SPIN2B,0.134497632,1.465131861
GE_MSANTD3.TMEFF1,0.13448337,1.465131861
GE_SRGAP2,0.134460462,1.465131861
GE_CERS6,-0.134439421,1.464714139
GE_HOOK1,-0.134399389,1.463712932
GE_HACD2,-0.134372768,1.46312382
GE_KIFAP3,0.13434808,1.462594124
GE_XK,-0.13433477,1.462587336
GE_OSBPL2,-0.134332988,1.462587336
GE_LRP1,0.134298396,1.462015941
GE_PSMG2,-0.134302337,1.462015941
GE_AXL,0.134292096,1.462015941
GE_ARSA,0.134240835,1.461353029
GE_YY1,-0.134261561,1.461353029
GE_DYNLRB1,0.134244974,1.461353029
GE_TMEM243,0.134252407,1.461353029
GE_TMED4,0.134195391,1.460185939
GE_TMEM219,0.134170282,1.459642872
GE_ZFYVE27,0.134137622,1.45886825
GE_FGD1,0.134128941,1.458828981
GE_STOM,0.13409901,1.45813806
GE_APAF1,0.134090547,1.458105323
GE_RBPJ,0.134064838,1.457543788
GE_CTBS,0.134055887,1.457495909
GE_ZNF8,-0.134046681,1.457440113
GE_UCN2,0.134002733,1.456319572
GE_DLG4,0.13397557,1.455939525
GE_WASHC2C,0.13397951,1.455939525
GE_BBX,0.133956973,1.455595716
GE_MRAS,0.133916865,1.454818768
GE_TET3,-0.133919472,1.454818768
GE_SCN9A,0.133844102,1.452816591
GE_TMED5,0.13378003,1.4513066
GE_PAXIP1,0.133783224,1.4513066
GE_CNOT4,0.133763549,1.451295953
GE_ZFC3H1,0.133757611,1.451295953
GE_CLMP,0.133769294,1.451295953
GE_VPS33A,0.133747242,1.451203612
GE_ARL6IP6,0.133733366,1.451003907
GE_FAM8A1,0.13372175,1.45087324
GE_POLR3G,0.133713152,1.450834791
GE_H2BC13,-0.133696031,1.450535578
GE_NT5M,0.133679978,1.450269006
GE_PRUNE2,0.133645215,1.449430363
GE_GORAB,0.133629968,1.449387261
GE_SH2B1,0.13362915,1.449387261
GE_KIAA1671,-0.133615873,1.449205275
GE_WDFY1,0.133524069,1.447492952
GE_P2RX7,0.133547138,1.447492952
GE_VWA5A,0.133532904,1.447492952
GE_RPF1,0.133523262,1.447492952
GE_POT1,0.133529857,1.447492952
GE_NIPAL1,-0.133500158,1.447233436
GE_INPP5F,0.133501184,1.447233436
GE_TREX1,0.133437044,1.445529227
GE_CLVS1,0.133358244,1.443347098
GE_ZNF223,-0.133331207,1.442744892
GE_VXN,0.133323524,1.442733061
GE_ZCWPW2,0.133270288,1.441331832
GE_MDK,-0.133232967,1.440521808
GE_P3H3,0.133229141,1.440521808
GE_COL8A1,0.133196403,1.439745987
GE_DSG3,-0.133166414,1.439054009
GE_LNPK,0.133150075,1.438996535
GE_THAP5,0.133149969,1.438996535
GE_LARP6,0.133097901,1.437631958
