feature,coef,log10(q.val)
GE_GDE1,-0.119948337,1.180208135
GE_KIFC3,0.119953876,1.180208135
GE_HIC1,0.119941001,1.180169626
GE_FBXW11,0.119924743,1.180048284
GE_ZC2HC1C,-0.119928872,1.180048284
GE_SLC17A1,0.119910655,1.179821643
GE_IFI27L2,0.119870548,1.179017204
GE_PAK4,-0.119852366,1.179017204
GE_NIPAL4,-0.119852044,1.179017204
GE_SLC9A4,-0.119854675,1.179017204
GE_ATL3,0.119861316,1.179017204
GE_CBLN2,0.119834087,1.178682706
GE_RIMBP2,0.119821804,1.178519684
GE_ZGPAT,-0.119816359,1.178519684
GE_RGS17,0.119794723,1.178082789
GE_RNF217,0.11975872,1.177246314
GE_SCMH1,0.119751345,1.177206096
GE_CHMP1B,-0.119711307,1.176257624
GE_TATDN3,0.119701344,1.176145422
GE_LAMC2,-0.119627442,1.174331801
GE_EIF2B3,0.119624239,1.174331801
GE_ZNF704,-0.119603409,1.173917665
GE_MAGEF1,-0.119594287,1.17382879
GE_GALNT2,0.119527549,1.172139727
GE_GPRIN2,-0.119482008,1.171039816
GE_PRAMEF12,-0.119468585,1.170831589
GE_TRO,0.119450452,1.170575897
GE_CD164L2,-0.119447535,1.170575897
GE_GNMT,0.119431448,1.170305052
GE_TUBB2A,0.119425945,1.170305052
GE_MTA1,-0.119405503,1.169901943
GE_PPP1R26,-0.119376427,1.169259354
GE_TIMM21,0.119345995,1.168579253
GE_PGS1,0.119332654,1.16840057
GE_CNNM4,-0.119327735,1.16840057
GE_HMGN4,0.119277475,1.167170946
GE_MAST4,-0.119271345,1.167164713
GE_MED14,0.119242144,1.166519058
GE_YY2,0.119220223,1.166075193
GE_RSPH14,0.119144833,1.164150439
GE_CX3CL1,0.119097056,1.163154403
GE_PCDHGA12,0.119100466,1.163154403
GE_PARP11,0.119075488,1.1627207
GE_RFLNB,0.119064395,1.162576907
GE_CCDC198,0.119057213,1.16254134
GE_SQLE,-0.119031635,1.161996663
GE_KMT2E,0.119002559,1.16135526
GE_THRB,-0.118995688,1.161328176
GE_NECAB1,0.11897919,1.161034756
GE_CCDC90B,0.118968656,1.160906287
GE_FOXC2,0.118960803,1.160883285
GE_SFTA2,-0.118956053,1.160883285
GE_RPS6KC1,0.118922956,1.160218722
GE_CEP57L1,0.118920254,1.160218722
GE_SUPT7L,0.118891666,1.159590984
GE_TMEM106B,0.118879048,1.159404715
GE_KIF2A,0.118850959,1.158917166
GE_FBXO46,-0.118849654,1.158917166
GE_PRKG2,-0.118822931,1.15834111
GE_BCAT1,0.118788702,1.15772
GE_PSMD9,0.11879189,1.15772
GE_ZNF525,-0.118771455,1.157405757
GE_GEMIN2,-0.118753725,1.157388904
GE_PHACTR2,-0.118756631,1.157388904
GE_COX6B2,-0.118753244,1.157388904
GE_TMEM161B,0.118741412,1.157224061
GE_TMEM50A,0.118720161,1.156799143
GE_MPDZ,0.118681483,1.156525264
GE_PSMD3,-0.118686524,1.156525264
GE_KIF17,0.118688346,1.156525264
GE_LYPD1,0.11869383,1.156525264
GE_EDIL3,0.118680958,1.156525264
GE_LATS2,0.118672232,1.15651351
GE_IPP,0.118668833,1.15651351
GE_USP6NL,-0.118649169,1.156132196
GE_LRATD2,-0.118640176,1.156129293
GE_PIGBOS1,0.118637375,1.156129293
GE_LGALS3BP,0.118625439,1.155961138
GE_BCL2L14,-0.118615899,1.155859065
GE_CST6,-0.118595891,1.155468181
GE_RRAD,0.118560778,1.154821677
GE_OR2A42,0.118565935,1.154821677
GE_RWDD2A,0.118546401,1.154586094
GE_NHEJ1,0.118533247,1.154384227
GE_FAM83G,-0.11850086,1.153652123
GE_UNC50,0.118484173,1.153613388
GE_KATNB1,0.118485178,1.153613388
GE_PUS10,0.118479076,1.153613388
GE_OR13H1,-0.118476147,1.153613388
GE_CAPZA2,0.118452062,1.153110108
GE_HS3ST1,-0.118435311,1.152808941
GE_APLN,0.118419307,1.152528359
GE_ABCC2,0.118376888,1.151660577
GE_COPS7B,0.118376167,1.151660577
GE_BACH1,0.118349544,1.151087577
GE_ANGEL1,-0.118339728,1.15097739
GE_METTL22,0.118325741,1.150752358
GE_EIF5A,0.118311527,1.15052103
GE_TULP1,-0.118305256,1.150508349
GE_ADAM12,0.118293793,1.150352672
GE_MRPL11,-0.118286714,1.15031764
GE_ADAM20,-0.118268493,1.149975934
GE_IFNAR2,0.118260098,1.149904599
GE_SPACA4,-0.118238965,1.149482737
GE_NSMAF,0.118214839,1.148978548
GE_SNRNP48,0.118192523,1.148524219
GE_EPB41L5,-0.118153012,1.14759709
GE_ANKRD7,0.118139381,1.147381679
GE_ATF7,0.11812806,1.147229776
GE_ZNF699,0.118102666,1.146690958
GE_ANKEF1,-0.118074155,1.146066573
GE_KRTAP5.10,-0.118067531,1.146043723
GE_RNF11,0.118054087,1.145955084
GE_RBM43,0.118052727,1.145955084
GE_SHFL,0.118023812,1.145319631
GE_TMEM237,0.117991605,1.144593866
GE_TIGD6,0.117926235,1.142957717
GE_SEC31A,0.117910411,1.142682152
GE_LIPG,-0.117898517,1.142514436
GE_MT.CYB,-0.117884268,1.14228206
GE_COPZ2,0.117868449,1.142006572
GE_PLIN3,0.117848457,1.14193358
GE_CDK15,0.117851212,1.14193358
GE_MT.ND5,-0.117855995,1.14193358
GE_YWHAQ,0.117840242,1.141866614
GE_DNAI3,0.117784341,1.14049155
GE_CC2D1B,0.117778222,1.140482034
GE_TMEM60,0.117766102,1.140307903
GE_WDFY2,0.11775728,1.140224174
GE_B3GNTL1,0.117746775,1.14009428
GE_APBB1IP,0.117714666,1.139845937
GE_FXR1,0.117731525,1.139845937
GE_IL1RL2,-0.117721975,1.139845937
GE_EPS15L1,0.117719498,1.139845937
GE_REG4,-0.117668088,1.138727217
GE_GLOD4,0.117659503,1.138649738
GE_CFAP36,0.117606993,1.137472561
GE_HECTD2,0.117605021,1.137472561
GE_RPAP2,0.11757172,1.136875713
GE_DMXL1,0.117576139,1.136875713
GE_NKX2.2,0.117548264,1.136390938
GE_ARMC2,0.11752191,1.135826903
GE_F8,0.117515351,1.135804739
GE_POU3F2,0.11750604,1.135707207
GE_OSGEPL1,0.117477409,1.135238119
GE_DMTF1,0.117479292,1.135238119
GE_ASIC2,0.117440153,1.134375884
GE_PCNX4,0.117431686,1.134359521
GE_ALG14,0.117428072,1.134359521
GE_CAP1,0.117406156,1.134219503
GE_HACD1,0.117405742,1.134219503
GE_KLHL30,-0.117414167,1.134219503
GE_CLDN12,0.117364996,1.133261998
GE_ZCCHC7,0.117346292,1.132907369
GE_MELTF,0.117230675,1.129962922
GE_KCNA2,0.117227082,1.129962922
GE_RNF144A,0.117210673,1.129827841
GE_ASB8,0.117215283,1.129827841
GE_MLC1,0.117156147,1.129434349
GE_GLI3,0.117176883,1.129434349
GE_AEBP1,0.117165372,1.129434349
GE_CAAP1,0.117181679,1.129434349
GE_RHPN2,-0.11715048,1.129434349
GE_SDF2,-0.117179629,1.129434349
GE_TIGD5,0.117157024,1.129434349
GE_TCEAL5,0.117163553,1.129434349
GE_ZCCHC17,0.117127234,1.128955776
GE_PAPPA2,0.117106476,1.128911667
GE_METTL16,0.117108928,1.128911667
GE_SPNS1,0.117102773,1.128911667
GE_GOLGA8N,0.117105425,1.128911667
GE_SRSF11,0.117088084,1.128666522
GE_NFIX,0.117081128,1.128632401
GE_LAMB3,-0.117073847,1.128589365
GE_PBK,0.117066023,1.128531456
GE_PHACTR1,0.117026702,1.127614259
GE_H4C11,-0.117010479,1.127327236
GE_KIFBP,0.116997561,1.127130327
GE_PPM1A,-0.116935941,1.12641634
GE_PPP4R3A,-0.116962825,1.12641634
GE_CTSL,0.116952274,1.12641634
GE_ZC3HAV1L,0.116951947,1.12641634
GE_SLC26A2,0.116942296,1.12641634
GE_ALPG,-0.116926321,1.12641634
GE_TMEM139,-0.116920163,1.12641634
GE_CEP97,0.116924316,1.12641634
GE_TCF4,0.116936276,1.12641634
GE_ORMDL1,0.116909449,1.126375985
GE_RMND1,0.116907321,1.126375985
GE_ACTB,0.116883051,1.126155887
GE_RSBN1,0.116891157,1.126155887
GE_STK35,-0.116873552,1.126155887
GE_FRRS1,-0.116875175,1.126155887
GE_CERKL,0.116870871,1.126155887
GE_ACP3,-0.116838692,1.125831025
GE_SLC30A4,0.116835733,1.125831025
GE_NR6A1,-0.116831242,1.125831025
GE_CHST9,0.116830616,1.125831025
GE_IRX2,-0.116830959,1.125831025
GE_LRRC8B,-0.116811644,1.125468493
GE_STAB2,0.116799801,1.125383724
GE_ALPP,-0.116797214,1.125383724
GE_PSMB7,0.116732982,1.123788962
GE_COPB1,0.116698339,1.123210088
GE_RAB11FIP5,0.11669596,1.123210088
GE_MXD3,0.116690316,1.123210088
GE_TRNP1,0.116689093,1.123210088
GE_MME,0.116675114,1.122983468
GE_CHMP2B,-0.116662167,1.122938573
GE_HARS2,0.116662705,1.122938573
GE_SNUPN,0.116644783,1.122619253
GE_SPATA4,0.116627598,1.122305348
GE_C1orf54,0.116616988,1.122173794
GE_ADAD2,-0.116611477,1.122173794
GE_AVL9,0.116583818,1.121575042
GE_SPART,0.116557058,1.12100081
GE_POFUT2,0.116540821,1.120712687
GE_CNNM2,0.116492423,1.11955057
GE_GRIA3,0.116472482,1.119161918
GE_RLN2,-0.116458954,1.118947508
GE_MARK1,-0.116443967,1.118693425
GE_UBR4,0.116415938,1.118085152
GE_FBXL4,0.116403784,1.117978896
GE_SLC10A2,-0.116395135,1.117978896
GE_PLEKHO2,0.116398811,1.117978896
GE_PINK1,0.116366155,1.11743007
GE_CHST1,0.116363669,1.11743007
GE_SLCO5A1,0.11630399,1.115962944
GE_ATL2,-0.116280073,1.11546661
GE_NFYC,0.116260185,1.115118413
GE_IRF5,-0.116255992,1.115118413
GE_MYT1L,0.11622738,1.1146472
GE_PPT2,0.116232146,1.1146472
GE_IL1R2,-0.116207338,1.114256038
GE_NDNF,0.116201617,1.114253195
GE_GOLGA8G,0.11618364,1.113918017
GE_PRKD2,-0.116163579,1.113586045
GE_MAP7D3,0.116160169,1.113586045
GE_PAX3,0.116143824,1.113447127
GE_ADSL,0.116146864,1.113447127
GE_SLC16A14,-0.116134189,1.11333797
GE_ZDHHC20,-0.116116853,1.113020068
GE_ZRANB3,0.116099066,1.112993548
GE_LGALS9,-0.116105028,1.112993548
GE_PRR3,0.11610189,1.112993548
GE_LRG1,-0.116090838,1.112922324
GE_PRSS35,0.116075903,1.112669345
GE_COL16A1,0.116044182,1.111961685
GE_EIF2B1,0.115991593,1.110840605
GE_EBAG9,-0.115993066,1.110840605
GE_CALCOCO1,0.115984377,1.11079671
GE_SIX1,-0.11595391,1.110123321
GE_FAM78B,0.11593139,1.109665169
GE_NACAD,0.115918963,1.109480156
GE_RHOC,0.115887654,1.108784234
GE_VEGFB,0.115869288,1.108438571
GE_ALDH5A1,-0.115852012,1.108130403
GE_SHMT2,0.115846722,1.108130403
GE_UPK3BL1,-0.115830413,1.107840342
GE_RIBC2,-0.115818792,1.107827986
GE_NUMB,-0.115823212,1.107827986
GE_WWTR1,0.115779402,1.107365509
GE_DOCK9,-0.115779378,1.107365509
GE_FAM171A1,0.115794502,1.107365509
GE_BRPF1,-0.115789053,1.107365509
GE_THRAP3,0.115736732,1.106488494
GE_PAQR3,0.115730214,1.106488494
GE_DAB1,0.115733547,1.106488494
GE_CD200,0.115701481,1.10643096
GE_CIB3,-0.115707478,1.10643096
GE_PRICKLE2,0.115698154,1.10643096
GE_PTX3,0.115694693,1.10643096
GE_ARF4,0.115705526,1.10643096
GE_HOATZ,0.115701607,1.10643096
GE_JUNB,-0.115663683,1.105743436
GE_SP140,0.115655327,1.105667878
GE_CRIM1,0.115644887,1.105535994
GE_CLIP3,0.115622913,1.105092613
GE_PSTK,0.115601768,1.104671662
GE_KANSL3,0.115595035,1.10463982
GE_COMMD1,0.115549534,1.103561471
GE_DYNC1I2,0.115508761,1.102624389
GE_GGT7,0.115503704,1.102624389
GE_TTLL5,-0.115483842,1.102387956
GE_ANKRD33B,0.115485112,1.102387956
GE_UCK1,0.115409726,1.100987317
GE_RAB39A,0.115422186,1.100987317
GE_PPA1,-0.115416292,1.100987317
GE_LUZP2,-0.11541398,1.100987317
GE_BRI3BP,-0.115386698,1.100515915
GE_TMUB2,0.115370717,1.100234498
GE_GBF1,0.115351772,1.099873205
GE_GPER1,0.115344046,1.099814254
GE_SLC30A5,0.115338113,1.099803585
GE_GCSAML,0.11532841,1.099691279
GE_PLEKHO1,0.115320784,1.099634925
GE_SH3PXD2A,0.115308984,1.099466031
GE_VAPA,-0.115289872,1.099267088
GE_HIP1R,-0.115274911,1.099267088
GE_ZNF787,-0.115281611,1.099267088
GE_LARGE2,-0.11527396,1.099267088
GE_GNG5,0.115289025,1.099267088
GE_UTP11,0.115224958,1.098096173
GE_ITPRIP,0.115203446,1.097665716
GE_BLOC1S5,0.115159675,1.096636163
GE_ZBED6,0.115127299,1.095913521
GE_SLC2A10,-0.115119746,1.09585884
GE_CHST10,0.115103539,1.095571318
GE_C1R,0.11507182,1.094866568
GE_SESTD1,-0.115024292,1.093736856
GE_BST1,0.115008638,1.093713229
GE_EXOSC10,0.115017844,1.093713229
GE_C6orf201,0.115006865,1.093713229
GE_VMA21,0.114986095,1.093303094
GE_UNKL,0.11495421,1.092594307
GE_OLFML3,0.114915096,1.091741609
GE_ARHGAP18,0.114905944,1.091741609
GE_ENPP1,0.114908566,1.091741609
GE_TBRG1,0.114891218,1.091727863
GE_MAGEA8,-0.114897293,1.091727863
GE_NEURL4,0.114888916,1.091727863
GE_ZNF599,0.114852229,1.090890377
GE_SPRY2,0.114821683,1.090217953
GE_CARHSP1,0.114813353,1.090141999
GE_SPRR1B,-0.114806192,1.09009741
GE_AMER3,0.114790889,1.089834229
GE_SIRPB1,0.114760593,1.089168686
GE_IL7R,0.114751491,1.089071916
GE_KIF26B,0.11474407,1.089020227
GE_CLPP,0.114737269,1.088985152
GE_ADD1,0.114731319,1.088972855
GE_PADI2,-0.114719219,1.088795514
GE_WDCP,0.114671597,1.087812594
GE_RNASE3,0.114676712,1.087812594
GE_CLN5,0.114632225,1.087051103
GE_GRIK2,0.114634631,1.087051103
GE_TMEM40,-0.114617057,1.086987304
GE_PPP2R5E,-0.114608328,1.086987304
GE_CCDC182,-0.114622126,1.086987304
GE_POTEI,-0.114607917,1.086987304
GE_SEPTIN5,0.114586798,1.086568081
GE_KRT5,-0.11458095,1.086558152
GE_SETSIP,-0.114554795,1.086003995
GE_GTF2H1,0.114541349,1.085937059
GE_PLEKHB2,0.114545339,1.085937059
GE_SYN1,0.11451804,1.08587029
GE_SLC15A1,-0.114530639,1.08587029
GE_SLC47A1,0.114525513,1.08587029
GE_MYO1C,0.11451698,1.08587029
GE_UPRT,0.114494875,1.085424609
GE_BOD1L1,0.114488239,1.085393206
GE_ENPP3,0.114472472,1.085117251
GE_LRCH3,0.114459432,1.084914318
GE_C12orf4,0.114438977,1.084512851
GE_PFDN5,0.11442152,1.084191646
GE_CLCN7,0.114414076,1.084138482
GE_SCN3A,0.114397572,1.084134738
GE_GDNF,0.114401326,1.084134738
GE_MSH5,0.114408255,1.084134738
GE_LRRC7,0.114374292,1.083803471
GE_TBC1D26,-0.11437913,1.083803471
GE_LYZ,-0.114344632,1.08359279
GE_PEX12,0.11434523,1.08359279
GE_EMILIN1,0.114352859,1.08359279
GE_CSTB,-0.114353723,1.08359279
GE_DEXI,0.114309199,1.082790536
GE_SSR3,0.114288842,1.082537165
GE_ZNF559,0.114289757,1.082537165
GE_SPATC1L,0.114271783,1.082226427
GE_C5AR1,-0.114256129,1.081953269
GE_ARCN1,0.114246237,1.081834168
GE_PACS2,-0.114235286,1.081686713
GE_HBA1,-0.114222636,1.081493847
GE_IGFBP7,0.114197602,1.080969936
GE_ERG28,-0.114177605,1.08058072
GE_AIG1,-0.114149662,1.079979216
GE_ADGRA3,0.11413394,1.079704295
GE_VPS28,0.114103963,1.079048605
GE_OTUD5,0.114092962,1.078899788
GE_CCDC107,0.114054877,1.078027773
GE_ELAPOR2,-0.114014339,1.077134712
GE_MRPS11,0.114010568,1.077134712
GE_SEPSECS,0.11397423,1.076726144
GE_VDR,-0.113966919,1.076726144
GE_TUB,0.113983783,1.076726144
GE_CSPG4,0.113986652,1.076726144
GE_HOXD8,0.113961343,1.076726144
GE_FAM43B,0.113971157,1.076726144
GE_FPGT,0.113957313,1.076726144
GE_CYP27A1,0.113919786,1.075869541
GE_SLC12A2,-0.113877567,1.075028612
GE_CAPZA1,0.113877425,1.075028612
GE_C3orf18,0.113855607,1.074666576
GE_COL5A1,0.113830283,1.074666576
GE_PPARGC1B,-0.113851888,1.074666576
GE_NLRP7,-0.113825991,1.074666576
GE_DDIT3,0.113831212,1.074666576
GE_STING1,0.113835745,1.074666576
GE_LRRC14B,0.113842103,1.074666576
GE_NECAP2,0.113778212,1.07353728
GE_PRKCA,0.113772601,1.073531705
GE_HCN2,0.113756031,1.073234147
GE_MOXD1,0.113713912,1.072256086
GE_ADO,0.113688348,1.072001581
GE_NIF3L1,0.113698265,1.072001581
GE_OR2J3,-0.113688162,1.072001581
GE_METTL23,0.113648416,1.071087041
GE_SPATS2,0.113639398,1.070990593
GE_ESPNL,0.113596096,1.069981723
GE_MORF4L2,0.113580896,1.069864231
GE_H2AC14,-0.113581387,1.069864231
GE_ZNF346,0.113550196,1.069271803
GE_CLVS2,0.113544597,1.069271803
GE_BEX3,0.11354246,1.069271803
GE_ITGAX,0.113510247,1.068607329
GE_SEC16A,-0.113506704,1.068607329
GE_SMAD4,0.113490992,1.068357031
GE_COL6A3,0.113486524,1.068357031
GE_PDCD2L,-0.11346218,1.067852919
GE_TXNL4B,0.11344177,1.067453417
GE_SLC2A4RG,-0.113404487,1.066678907
GE_EGLN1,0.113401868,1.066678907
GE_HOXC11,-0.113376756,1.066297416
GE_FXYD6.FXYD2,0.113380186,1.066297416
GE_CENPQ,0.113353421,1.066106393
GE_MGST2,-0.11335878,1.066106393
GE_STX18,0.113348074,1.066106393
GE_F8A3,-0.113353319,1.066106393
GE_CELF6,0.11331223,1.065297061
GE_EME1,0.113292565,1.064917491
GE_ATXN2L,0.11323966,1.063655618
GE_PHTF2,0.113219235,1.063538508
GE_MYB,-0.113216307,1.063538508
GE_MFSD9,-0.11322206,1.063538508
GE_CDH13,0.113213784,1.063538508
GE_UACA,0.113202734,1.063529805
GE_ZNF555,0.113207945,1.063529805
GE_NIPSNAP2,0.11319331,1.063429176
GE_SYNE3,0.113188225,1.063429176
GE_SLFN12,0.113154353,1.062672737
GE_RSPRY1,0.113131909,1.062219541
GE_BCOR,0.113111591,1.061822758
GE_SLC9A9,0.11302543,1.059787399
GE_BCAM,-0.113024095,1.059787399
GE_NOXA1,-0.112996429,1.059196231
GE_PFKFB2,-0.112983784,1.059003044
GE_DENND10,0.11297655,1.058953177
GE_TMBIM1,-0.112963662,1.058753524
GE_SLC35B3,0.112931877,1.058053432
GE_YIF1B,0.112913357,1.057704677
GE_RASL12,-0.112902223,1.057648355
GE_ZBED1,0.112900536,1.057648355
GE_ZNF182,0.112886118,1.057408134
GE_CD27,0.112869825,1.057118323
GE_MRPS27,0.112859977,1.057046598
GE_CCDC102B,0.112853963,1.057046598
GE_SPANXN3,0.112851093,1.057046598
GE_RCE1,-0.112827011,1.056691802
GE_HMCES,-0.112828261,1.056691802
GE_P2RY8,0.11274491,1.054779781
GE_EPOR,0.112739973,1.054779781
GE_MRPL45,-0.112738722,1.054779781
GE_MATR3,0.112717862,1.054369261
GE_HMGCS2,-0.112705014,1.054170555
GE_POLE2,-0.112675708,1.053536834
GE_SMIM30,0.112642729,1.052806189
GE_PRKCSH,0.112624057,1.052453671
GE_ST6GALNAC2,-0.112593495,1.0517871
GE_PARVA,0.11257728,1.051499545
GE_DNAJC25,0.112562481,1.051390084
GE_CKAP2L,0.112563447,1.051390084
GE_KMT2A,0.112551151,1.051272467
GE_ADRA1B,0.112547379,1.051272467
GE_EBF1,0.112539593,1.051207396
GE_TPRX1,-0.112503721,1.050400826
GE_RARRES1,-0.11249293,1.050396822
GE_ABCF2.H2BE1,0.11249694,1.050396822
GE_TMEM52,-0.112473973,1.050036811
GE_PDE1C,0.112439571,1.049305561
GE_PPM1E,0.112435629,1.049305561
GE_SDHB,0.112423848,1.049134961
GE_RWDD1,0.112339254,1.047044069
GE_PEG10,0.112326598,1.046850525
GE_MDH1,0.112311674,1.046737185
GE_MRPS18B,0.112314599,1.046737185
GE_TRIML2,0.112289125,1.046282837
GE_MAMDC4,0.112283625,1.046277815
GE_CUL1,0.112267828,1.046001408
GE_SCGB2A1,-0.112223803,1.044981321
GE_AMH,0.1122025,1.04455998
GE_LUZP1,0.112194216,1.044481536
GE_ABCB6,0.112178905,1.044218029
GE_ELOF1,0.112166959,1.044043116
GE_TRIM11,-0.112130756,1.043229572
GE_KDM5D,0.112119907,1.043087882
GE_CDR2L,-0.11211477,1.043087882
GE_PPFIA2,0.112108254,1.043055845
GE_RTN1,0.112101043,1.043005503
GE_NKX2.4,0.11204949,1.041877729
GE_GDF6,0.112047592,1.041877729
GE_ITGB1BP1,0.11202102,1.041596513
GE_FANCB,0.112021868,1.041596513
GE_DDI2,-0.112023213,1.041596513
GE_IGFN1,0.112011989,1.041498152
GE_C1orf50,0.111982258,1.040879043
GE_TAF9,0.111977869,1.040879043
GE_TIMP2,0.11193082,1.039781127
GE_CPOX,0.111914652,1.039495149
GE_ICA1,-0.111901891,1.039298709
GE_GEMIN5,0.111879521,1.038883964
GE_PCDHB12,0.111875537,1.038883964
GE_KEAP1,0.1118547,1.038539424
GE_MTMR10,0.111851858,1.038539424
GE_KIAA0930,0.111839521,1.038354049
GE_HP1BP3,0.111798046,1.03740342
GE_C2orf68,-0.111740307,1.036026134
GE_STEAP1B,0.111715818,1.035521965
GE_ABHD14B,0.111688962,1.034955754
GE_EPHB3,-0.111682297,1.034919384
GE_LEMD2,0.111664692,1.034595945
GE_CYFIP2,0.111650022,1.034437848
GE_FAM53C,0.111648114,1.034437848
GE_ZNF385C,-0.111634494,1.034218927
GE_DPP9,0.111621613,1.034019384
GE_RRAGB,0.111600457,1.033602811
GE_PPP2R3B,0.111594601,1.033587457
GE_IDH3G,0.111563179,1.033039904
GE_MMP3,0.111565412,1.033039904
GE_UBAP2L,0.111556765,1.033009831
GE_DR1,0.111549994,1.032970358
GE_DIABLO,0.111541485,1.032885306
GE_ZKSCAN8,0.111534961,1.03285225
GE_FLCN,0.111519646,1.032588764
GE_STK25,0.111513054,1.032553873
GE_AQP4,0.111478001,1.031773194
GE_CLIC1,0.111409512,1.030117108
GE_SEMA3E,-0.111396774,1.029921274
GE_PLLP,-0.111355268,1.029109994
GE_SYNC,0.111359258,1.029109994
GE_ANXA11,-0.111344156,1.028956738
GE_ATP10D,0.111287459,1.027610674
GE_ERO1B,0.111264739,1.027153827
GE_IL17D,-0.111248633,1.026870033
GE_PRRT2,0.111242973,1.026859409
GE_ICOSLG,-0.111213078,1.026215002
GE_MT.ND4,-0.111199614,1.026000315
GE_ZYG11B,0.111149754,1.024834251
GE_STK24,-0.111095638,1.02367145
GE_RNF214,0.111094751,1.02367145
GE_SNX8,0.111072011,1.023488752
GE_MRPL44,0.111075961,1.023488752
GE_DUOXA1,-0.11107237,1.023488752
GE_TRMT61A,-0.111058379,1.02326972
GE_CDC23,0.111046719,1.023102202
GE_ADAM8,-0.111037817,1.02300666
GE_GSDMC,-0.111019623,1.022668477
GE_ZNF816.ZNF321P,-0.11099637,1.022198228
GE_SPDL1,0.110989016,1.022143063
GE_CAMK1G,0.110981298,1.022078379
GE_UBE3B,0.110952266,1.021457359
GE_NKX3.1,0.110855941,1.019119431
GE_OR2A7,-0.11085217,1.019119431
GE_MPPED2,-0.110807228,1.018084225
GE_ABCC9,0.110779817,1.017506268
GE_TXLNA,0.110762397,1.017461666
GE_HOMEZ,-0.1107648,1.017461666
GE_ANTXRL,-0.110770419,1.017461666
GE_PPP1R3D,-0.110737551,1.017066245
GE_GPRC5C,-0.110736488,1.017066245
GE_PSMB3,-0.110731526,1.017066245
GE_MEF2D,0.110720583,1.016917389
GE_SLC16A8,-0.110681034,1.016081785
GE_MS4A14,-0.110678047,1.016081785
GE_PRCP,0.11066832,1.015964598
GE_CCM2,0.110635177,1.015509694
GE_PTPRD,0.110644377,1.015509694
GE_SHISA9,0.110635986,1.015509694
GE_LRRC71,0.110617465,1.015273126
GE_HIF1AN,0.110615648,1.015273126
GE_TOM1,0.11059294,1.014817897
GE_VRTN,-0.110577203,1.01464937
GE_CENPV,-0.110576028,1.01464937
GE_ABHD10,0.1105542,1.014624051
GE_FZD6,-0.11055429,1.014624051
GE_GP5,0.11056691,1.014624051
GE_CAPS2,0.110557644,1.014624051
GE_SNPH,0.110531057,1.014356598
GE_MLNR,-0.110531999,1.014356598
GE_SESN2,0.110528294,1.014356598
GE_AHCYL1,0.110515096,1.014148725
GE_ZZEF1,0.110489423,1.013767499
GE_ZMAT5,0.110477893,1.013767499
GE_ERGIC1,0.110474983,1.013767499
GE_NTN3,0.110474425,1.013767499
GE_DNASE1L2,-0.11048393,1.013767499
GE_CD86,-0.110442548,1.013749154
GE_PSPN,0.110443895,1.013749154
GE_CRACR2A,-0.110456027,1.013749154
GE_SFTPD,-0.110461043,1.013749154
GE_MED11,0.110446642,1.013749154
GE_VCPIP1,0.110457114,1.013749154
GE_CACNA1F,-0.110409294,1.013019643
GE_COQ10B,0.110394016,1.012892308
GE_RTL5,0.110394228,1.012892308
GE_ACTL6B,0.110333395,1.011794844
GE_JAK2,0.1103355,1.011794844
GE_CSDC2,0.110340297,1.011794844
GE_LRBA,-0.110329803,1.011794844
GE_PTPN20,-0.110325852,1.011794844
GE_DIAPH3,0.11029635,1.011163192
GE_GLRX2,0.110275733,1.010896881
GE_TUBA1B,0.110276071,1.010896881
GE_GSTO1,0.110255027,1.01077221
GE_FADS1,0.110263584,1.01077221
GE_MTMR14,-0.110254252,1.01077221
GE_ZNF551,-0.110250223,1.01077221
GE_SFPQ,0.110240064,1.010642772
GE_MZT2B,0.110229205,1.010514211
GE_SDC2,0.110224767,1.010514211
GE_C1orf52,0.110208932,1.010293663
GE_H4.16,-0.110205932,1.010293663
GE_UBE2B,0.110198983,1.010247448
GE_TGOLN2,0.110188959,1.010121365
GE_ANO4,0.11016891,1.009735164
GE_PLPP7,0.110142049,1.009172279
GE_IFIT3,0.110110308,1.008482939
GE_PNPLA6,0.110065922,1.007726837
GE_MYG1,0.110065662,1.007726837
GE_C15orf39,-0.110068913,1.007726837
GE_CPNE8,0.110055927,1.007608215
GE_PSME4,-0.1100371,1.007594413
GE_MUCL1,-0.110034768,1.007594413
GE_CT45A5,-0.11003996,1.007594413
GE_BAHCC1,0.11003482,1.007594413
GE_XKR5,0.110016269,1.007248537
GE_FHOD1,0.11000158,1.007001401
GE_HSPA12B,0.109963609,1.006151058
GE_C8orf48,0.10995161,1.00597366
GE_BEND6,0.109935493,1.005689596
GE_GXYLT2,0.109929558,1.005669251
GE_CDHR3,0.109921964,1.005605887
GE_PEBP1,0.109895109,1.005130547
GE_GABPA,0.109893315,1.005130547
GE_AHDC1,0.109881331,1.005012383
GE_C16orf74,-0.109878464,1.005012383
GE_NSG2,0.109857917,1.00469293
GE_DPY19L3,0.109855841,1.00469293
GE_DGKH,-0.10982365,1.003992794
GE_TMX3,0.109812418,1.003835128
GE_RBM3,0.10979641,1.003599427
GE_LIPH,-0.109793034,1.003599427
GE_MYO9B,0.109785301,1.003532225
GE_ATP6V0E1,0.109765222,1.00314561
GE_DNAJC24,0.109745708,1.002773657
GE_FYB1,-0.10973101,1.002526275
GE_PCGF5,0.109720811,1.002395241
