ccle_name,DepMap_ID,pert1,pert2,dose1,dose2,capped_library,capped_anchor,capped_combination,library,anchor,combination,S,LS,BLISS.NULL,HSA.NULL,EXP_MGMT,EXP_MSH6,RPPA_MSH2_MSH2,RPPA_MSH6_Caution_MSH6,synergy_count_across_doses
22RV1_PROSTATE,ACH-000956,temozolomide,O6-benzylguanine,0.1372,5,0.732873871038858,0.890655025655623,0.739904737255996,0.732873871038858,0.890655025655623,0.739904737255996,-0.00703086621713811,-0.0137746064809171,0.65273779641245,0.732873871038858,0.400537929583729,5.07296327155522,-2.855968,-2.200418,1
22RV1_PROSTATE,ACH-000956,temozolomide,O6-benzylguanine,0.4115,5,1,0.890655025655623,0.795230202953787,1.26751746023034,0.890655025655623,0.795230202953787,0.0954248227018367,0.163494194135264,0.890655025655623,0.890655025655623,0.400537929583729,5.07296327155522,-2.855968,-2.200418,1
22RV1_PROSTATE,ACH-000956,temozolomide,O6-benzylguanine,1.235,5,1,0.890655025655623,1,1.00366661697861,0.890655025655623,1.13829025714555,-0.109344974344377,-0.167061349052891,0.890655025655623,0.890655025655623,0.400537929583729,5.07296327155522,-2.855968,-2.200418,1
22RV1_PROSTATE,ACH-000956,temozolomide,O6-benzylguanine,100,5,1,0.890655025655623,0.889152142665033,1.20808716364668,0.890655025655623,0.889152142665033,0.00150288299059043,0.00243644636506796,0.890655025655623,0.890655025655623,0.400537929583729,5.07296327155522,-2.855968,-2.200418,1
22RV1_PROSTATE,ACH-000956,temozolomide,O6-benzylguanine,11.11,5,1,0.890655025655623,1,1.16640764887423,0.890655025655623,1.12286826597681,-0.109344974344377,-0.167061349052891,0.890655025655623,0.890655025655623,0.400537929583729,5.07296327155522,-2.855968,-2.200418,1
22RV1_PROSTATE,ACH-000956,temozolomide,O6-benzylguanine,3.704,5,0.89048172136067,0.890655025655623,1,0.89048172136067,0.890655025655623,1.22025641456965,-0.10951827863933,-0.167342097005682,0.793112020384352,0.89048172136067,0.400537929583729,5.07296327155522,-2.855968,-2.200418,1
22RV1_PROSTATE,ACH-000956,temozolomide,O6-benzylguanine,33.33,5,1,0.890655025655623,1,1.11228497291576,0.890655025655623,1.13381597343712,-0.109344974344377,-0.167061349052891,0.890655025655623,0.890655025655623,0.400537929583729,5.07296327155522,-2.855968,-2.200418,1
2313287_STOMACH,ACH-000948,temozolomide,O6-benzylguanine,0.1372,5,0.602271335408558,1,0.650894143108274,0.602271335408558,1.07779601962298,0.650894143108274,-0.0486228076997155,-0.112009335878452,0.602271335408558,0.602271335408558,4.8801957289431,3.76659516172927,-0.417965,-0.511941,3
2313287_STOMACH,ACH-000948,temozolomide,O6-benzylguanine,0.4115,5,1,1,0.866537674065093,1.0282029903144,1.07779601962298,0.866537674065093,0.133462325934907,0.206665620740994,1,1,4.8801957289431,3.76659516172927,-0.417965,-0.511941,3
2313287_STOMACH,ACH-000948,temozolomide,O6-benzylguanine,1.235,5,1,1,0.65221093504909,1.08523733022988,1.07779601962298,0.65221093504909,0.34778906495091,0.616589465194969,1,1,4.8801957289431,3.76659516172927,-0.417965,-0.511941,3
2313287_STOMACH,ACH-000948,temozolomide,O6-benzylguanine,100,5,1,1,1,1.03921075967741,1.07779601962298,1.75358082892823,0,0,1,1,4.8801957289431,3.76659516172927,-0.417965,-0.511941,3
2313287_STOMACH,ACH-000948,temozolomide,O6-benzylguanine,11.11,5,0.833507012568399,1,1,0.833507012568399,1.07779601962298,1.00103865975194,-0.166492987431601,-0.26273375775714,0.833507012568399,0.833507012568399,4.8801957289431,3.76659516172927,-0.417965,-0.511941,3
2313287_STOMACH,ACH-000948,temozolomide,O6-benzylguanine,3.704,5,0.859621002296678,1,0.912828648754893,0.859621002296678,1.07779601962298,0.912828648754893,-0.0532076464582152,-0.086643339550126,0.859621002296678,0.859621002296678,4.8801957289431,3.76659516172927,-0.417965,-0.511941,3
2313287_STOMACH,ACH-000948,temozolomide,O6-benzylguanine,33.33,5,1,1,0.828508250044461,1.12923490479521,1.07779601962298,0.828508250044461,0.171491749955539,0.271412031431014,1,1,4.8801957289431,3.76659516172927,-0.417965,-0.511941,3
253JBV_URINARY_TRACT,ACH-000026,temozolomide,O6-benzylguanine,0.1372,5,0.754271853766327,0.738722235685982,0.921435384586386,0.754271853766327,0.738722235685982,0.921435384586386,-0.182713148900403,-0.318850997081322,0.557197390129271,0.738722235685982,2.75488750216347,5.93757979967966,-0.431373,0.64544,3
253JBV_URINARY_TRACT,ACH-000026,temozolomide,O6-benzylguanine,0.4115,5,0.846500314272003,0.738722235685982,0.641813493279807,0.846500314272003,0.738722235685982,0.641813493279807,0,0,0.625328604667901,0.738722235685982,2.75488750216347,5.93757979967966,-0.431373,0.64544,3
253JBV_URINARY_TRACT,ACH-000026,temozolomide,O6-benzylguanine,1.235,5,0.639011683556199,0.738722235685982,1,0.639011683556199,0.738722235685982,1.72108731263725,-0.360988316443801,-0.646085785539047,0.472052139506099,0.639011683556199,2.75488750216347,5.93757979967966,-0.431373,0.64544,3
253JBV_URINARY_TRACT,ACH-000026,temozolomide,O6-benzylguanine,100,5,0.937152441969968,0.738722235685982,0.333322203603373,0.937152441969968,0.738722235685982,0.333322203603373,0.35897314350726,1.05447022894814,0.692295347110633,0.738722235685982,2.75488750216347,5.93757979967966,-0.431373,0.64544,3
253JBV_URINARY_TRACT,ACH-000026,temozolomide,O6-benzylguanine,11.11,5,1,0.738722235685982,0.425743105888563,1.02937946581059,0.738722235685982,0.425743105888563,0.31297912979742,0.79504883536054,0.738722235685982,0.738722235685982,2.75488750216347,5.93757979967966,-0.431373,0.64544,3
253JBV_URINARY_TRACT,ACH-000026,temozolomide,O6-benzylguanine,3.704,5,0.70515900914735,0.738722235685982,0.645648238669659,0.70515900914735,0.738722235685982,0.645648238669659,0,0,0.520916639751442,0.70515900914735,2.75488750216347,5.93757979967966,-0.431373,0.64544,3
253JBV_URINARY_TRACT,ACH-000026,temozolomide,O6-benzylguanine,33.33,5,0.829467770581694,0.738722235685982,0.292778626908989,0.829467770581694,0.738722235685982,0.292778626908989,0.319967659004587,1.06547959490976,0.612746285913576,0.738722235685982,2.75488750216347,5.93757979967966,-0.431373,0.64544,3
253J_URINARY_TRACT,ACH-000011,temozolomide,O6-benzylguanine,0.1372,5,0.761187910826096,0.727670817122127,1,0.761187910826096,0.727670817122127,1.12346287149033,-0.272329182877873,-0.458642141591124,0.55389422905431,0.727670817122127,4.36457243229586,5.17392693199981,-0.216531,0.560663,3
253J_URINARY_TRACT,ACH-000011,temozolomide,O6-benzylguanine,0.4115,5,1,0.727670817122127,1,1.01087066084118,0.727670817122127,1.08495173522345,-0.272329182877873,-0.458642141591124,0.727670817122127,0.727670817122127,4.36457243229586,5.17392693199981,-0.216531,0.560663,3
253J_URINARY_TRACT,ACH-000011,temozolomide,O6-benzylguanine,1.235,5,0.9952865782625,0.727670817122127,1,0.9952865782625,0.727670817122127,1.14522191876555,-0.272329182877873,-0.458642141591124,0.724240997674959,0.727670817122127,4.36457243229586,5.17392693199981,-0.216531,0.560663,3
253J_URINARY_TRACT,ACH-000011,temozolomide,O6-benzylguanine,100,5,1,0.727670817122127,0.350179057812255,1.09411272702265,0.727670817122127,0.350179057812255,0.377491759309872,1.05519314620617,0.727670817122127,0.727670817122127,4.36457243229586,5.17392693199981,-0.216531,0.560663,3
